,media_name,title,id,time,comments_count,digg_count,bury_count,favorite_count,content
75,看看新闻,视频｜印度欲拉俄罗斯搅局洞朗对峙？外交部：中方已仁至义尽！,6457323927694229773,2017-08-23,628,5,13,1369, '（编辑：应鋐 实习编辑：胡娜）'
76,环球网,洞朗对峙波及印度经济：卢比贬值 市场情绪不安,6457627961352323342,2017-08-24,778,3,6,2043," '【环球时报报道 驻印度特派记者 苑基荣 卢戈】日本媒体23日报道称,印度卢比近期不断贬值,原因是朝鲜半岛局势紧张,以及中印之间“发生战争的风险升高”。印度媒体认为,中印之间摩擦不断,尽管爆发“全面战争”可能性不大,但金融市场依然受到不安情绪的影响。且印度宏观经济数据走低,经济改革前景不明,也使得印度卢比被认为“估价偏高”。经济学家认为,处于改革期的印度经济“承受外部风险的能力较过去脆弱”,对政府施政提出更高要求。有人建议抛售卢比买美元《日本经济新闻》23日以“发生战争会给印度金融带来多大打击?”为题报道称,印度央行发布的汇率中间价显示,卢比汇率目前保持在1美元兑64卢比左右,虽然稍高于年初,但近期跌势明显。8月4日至11日6个交易日,印度卢比汇率连续下跌,累计跌幅约0.85%,如此跌幅是2016年11月以来的首次。印度评级公司ICRA近期表示,地缘政治的紧张局势“会继续极端影响卢比汇率”。其中不仅包括美朝间的紧张局势,还包括中印间的“摩擦”,而卢比的贬值幅度可能无法预测。执政党印度人民党相关人士称,如果发生大规模战争,卢比兑美元将贬值7%—8%,因此“建议抛售卢比买入美元”。《印度时报》称,近期美国与朝鲜相互挑衅,国际金融市场不断波动,新兴市场货币被投资者抛售以规避风险,同时也有人担忧中印之间爆发“全面战争”,因而也做空卢比。目前看,中印爆发战争并导致市场恐慌的可能性不大,事实上,中印之间贸易额还在增长。中企开始琢磨退路不过,中印洞朗对峙事件多少还是引起在印中国企业的警觉。记者发现,在印中国企业开始讨论印度业务发展的可行性和如何撤离,还有少部分人开始抛售卢比。这主要源于两个因素:第一个因素是,印度开始重新修改《敌国财产法》。印度政府1968年出台该法案,核心内容是在战时没收印境内中国与巴基斯坦公民与公司财产。2016年印度修改《敌国财产法》,于2017年3月成为国家法律。有文章称,根据该法案,印度迄今没收超过1万亿元人民币的巴基斯坦财产,中国公民被没收的房产共计149套。在印一家中国律师事务所强调,该法案的存在说明印政府从未放弃针对中巴两国的敌对行为。不过,也有人表示,由于印度严重依赖中国商品,急需中国资金、技术和设备,一旦实施该法,自身将会遭受更大损失。第二个因素是中印对峙以来,印度政府出台政策加大对中国产品反倾销力度。有印媒报道,印度政府对中国93种产品进行反倾销,后经中国驻印度大使馆经商处澄清只有4种中国产品。但接下来,印度政府开始收缩在电力、钢铁等行业的中国企业经营。近期又以安全为由审查中国在印的电子企业,包括小米、华为等手机企业。若战争对印经济将是毁灭性的印度罕见地面临着地缘政治风险,一旦中印发生战争,印度经济走向会怎样?印度德里大学教授拉尔接受《环球时报》记者采访时表示,如果中印爆发战争,受损的不仅是卢比,印度金融体系和改革开放以来努力塑造的营商环境都会受重创。《日本经济新闻》称,除非极端情况出现,否则因“战争前景”而严重冲击印度财政、汇率暴跌、消费心态全面恶化将很难发生。但另一方面,经济因素可能会影响汇率及印度股市走势。莫迪政府去年11月强行推出“废钞令”,今年7月启动全面税收改革,结构改革所造成的短期冲击也暴露印度经济的脆弱性。此外,印度在完善基础设施、改善投资环境和振兴产业方面进程仍然缓慢。不仅无法缩短与中国的差距,身后还有东南亚和南亚新兴国家追赶。英国《金融时报》援引经济学家观点称,基于目前各种内外因素,印度经济实际上很容易受到外部环境恶化的冲击,而打断复苏势头。对于莫迪政府而言,改革大门已经被用力推开,但这意味着挑战才刚刚开始。但对于战争一说,印度智库国防研究与分析所副教授库马尔表示,印度没有动力发动战争,与中国发生战争,无论时间长短,都会对印度经济造成毁灭性影响。况且,印度改革和经济已经被废钞折磨而受阻。在库马尔看来,2019年印度面临大选,在此之前与中国发生战争不符合选举需要。因此,库马尔认为印度发动战争的可能性非常小。'"
77,环球网,中印洞朗对峙持续 印军紧急要求追加2000亿卢比军费作军建,6452107467395973390,2017-08-09,173,18,13,2039," '【环球网综合报道】据印度媒体报道,在中印两国于洞朗地区持续对峙之际,印度国防部8日向政府紧急寻求追加拨款2000亿卢比(约合人民币210.5亿元人民币)。据称,这些资金将被用于印度军队现代化建设和日常运作开支。《印度时报》8日引述“消息人士”的话称,以国防秘书桑贾伊•米特拉为首的印度国防部官员与财政部官员当天开会,国防部官员在会上表示,除了政府2017到2018财年预算案中拨给国防部的2.74万亿卢比之外,现在国防部还“紧急”需要2000亿卢比的追加拨款。上述“消息人士”称:“国防部官员说,国防预算中近50%的资金的预算和41%的收入预算已经被用掉。而且印度针对武器进口的新关税措施,也把国防预算烧出一个大洞。财政部表示,国防部的请求将会获得尽早审查。”“今日印度”网站称,印度国防部提出追加拨款的请求正值中印军队在洞朗地区对峙进入第8周之际,也正值印巴边界持续不稳定之际。在2017财年,印度政府划拨了2.74万亿卢比的预算给国防部门,这大致相当于其国内生产总值的1.62%。报道称,2017年的国防预算拨款仅比过去几年增长了6%。数周前,印度国防部通过了陆军副参谋长紧急采购弹药、地雷以及被认为对作战有重大作用的备用物品的请求,为加快采购进程并缩减期间的繁文缛节,印度军队还获得了一些财政特权。印度陆军被要求要具备应对10天短期激烈战斗的能力。然而,现在离达到这个要求还存在距离,印度主计审计长公署(CAG)近期也提出了弹药和备用物资短缺的问题。《印度时报》称,事实上印度武装部队希望年度国防预算能逐步达到国内生产总值2%的程度,但实际的国防预算却显示出军队现代化预算下降、资金支出不足和支出比例下滑的态势。报道称,如果说印度陆军在火炮、步兵武器、轻型直升机和夜战能力等方面存在不足的话,空军则正面临没有足够战机、空中加油机、空中预警与控制系统和无人机的问题。海军也正在努力解决核潜艇、多用途直升机和扫雷艇数量不足的问题。(实习编译:邹敏、王九力 审稿:谭利娅)'"
78,海外网,外交部回应“边境互投掷石块是否和洞朗事件有关”,6454834201128321293,2017-08-16,2,1,1,66, '海外网8月16日电在16日的外交部例行记者会上，发言人华春莹就近日热点进行回应。相关内容如下：有记者问，据报道，昨天（15日）在中印边境拉达克地区发生中印边防人员相互投掷石块事件。此次拉达克事件是否与洞朗事件有关？华春莹指出，对于在洞朗发生的印军越界事件，中方的立场是非常明确和坚定的。印方立即无条件撤出所有非法越界的人员和装备，这是解决这次事件的基础和前提。关于媒体报道的拉达克地区摩擦事件，中国边防部队一直在实控线中方一侧巡逻执勤。中方敦促印方恪守两国间有关协议协定，切实维护两国边境地区的和平稳定。据《印度时报》等印媒报道，“中印士兵爆发新冲突!”，类似耸动的标题占据了16日各印度媒体头条，起因是有“印度政府消息源”称，中印士兵15清晨在拉达克地区发生摩擦，双方互掷石块，且都有人受轻伤。但此消息印度军方并未证实。'
79,豆豆联,洞朗地区是中国固有的领土：8月中旬看亚东边疆美景,6451981482675143182,2017-08-09,0,0,0,2, '洞朗地区指中国西藏日喀则地区亚东县南部地区，位于中国，不丹，印占锡金的三国交汇处，地理位置非常重要，是中国固有的领土。2017年7月11日，中方多次强调，洞朗地区历来属于中国，一直在中方有效管辖之下，不存在争议。印度佬：你也不想想你强行进入我大河江山干嘛？是不是看我大河江山美景？嫉妒了！真嫉妒也不是您的！亚东美景：印度只能羡慕印度称该地区为多兰高地，不丹，以及印度对该地区宣称拥有主权。印度佬你就是无理取闹嘛！你想来旅游我们可以商量的，干嘛想强吃啊！再放几张给你印度佬看：看看就满足算了，赶快认错，道歉，回家去吧。看够了吧，回你家去。'
80,天天读报会,谁说印度没准备？专家：30多年前就在洞朗附近修建40处暗堡！,6456650741250523662,2017-08-21,51,42,26,50,
81,青春湖北,被打脸！不丹称洞朗非其领土 奇怪印度为何闯入中国,6452192501955559950,2017-08-09,6,2,0,72, '据印度报业托拉斯9日报道，不丹方面已经承认，现中印洞朗对峙地区并非不丹领土。这一消息是中国外交部边海司副司长王文丽在接待一印度媒体代表团时透露的。印度报业托拉斯援引王文丽的话说：“印军越界事件发生后，不丹方面非常清楚地告诉我们该事件发生地不属于不丹领土。不丹人也很奇怪为什么印度边境部队会进入中国领土。”王文丽还表示她的观点在不丹国家媒体及权威论坛上很普遍，那上面有“更有说服力的信息”。印度报业托拉斯强调，不丹方面如此“立场”与“先前的表态”大相径庭。印度方面曾引用不丹外交部的说法称：“中方在不丹境内的道路建设违反了1988年和1998年中不两国协议，其会影响两国边界谈判进程，不丹要求中方撤回到2017年6月16日之前的状态。”印度报业托拉斯还报道称，目前不丹与中国没有直接外交关系，其与北京的联络是通过设在新德里的外交机构完成。目前“不丹承认洞朗非其领土”的消息已被《印度时报》、《印度快报》等多家印度主流媒体转载。'
82,澎湃新闻,外交部详述洞朗归属证据：不丹边民来此过牧曾须向中方交税,6437394080041615617,2017-06-30,0,66,125,5644, '据外交部网站30日消息，在当天的例行记者会上，外交部发言人陆慷详细介绍了洞朗属于中国领土的相关证据。当天，有记者问道，不丹方面抗议中国人民解放军在锡金段修路。不丹外交部发表声明称中方违背了不中1998年签订的《关于在中不边境地区保持和平与安宁的协定》，即直至争议解决之前，双方要共同维护边界安宁。你对此有何回应？陆慷表示，中方多次强调，洞朗地区属于中国领土，不存在争议。中方施工地区完全位于中国-不丹传统习惯线中方一侧，也完全在中方管辖之下，不存在违反协定、破坏现状的情况。“既然印度记者不止一次提到不丹，为了以正视听，我就花点时间在这里详细向大家介绍一下洞朗归属的相关证据。”陆慷说，他还从历史、法理、现地三方面做了介绍：第一、从历史上看，洞朗一直是西藏亚东地区边民的传统牧场，中方对该地进行良好管辖。上世纪60年代之前，不丹边民如要进入洞朗过牧，必须征得中方同意，也都向中方交纳了草税，西藏档案馆目前仍保留有部分草税收据。清朝驻藏大臣还曾在洞朗南端中不边界传统习惯线上设立过界标。第二、从法理上看，1890年历史界约明确规定了吉姆马珍雪山是中印不三国交界点，洞朗地区在中印、中不边界的中方一侧。第三、从现地上看，中方对洞朗地区有完全的管辖，中方边防部队和牧民每年均在此巡逻放牧，并修有众多生产生活设施。“以上证据不丹方面是非常清楚的，也是认可的。”陆慷说，中国与不丹虽然尚未建交，但两国始终保持传统友好关系。双方多次确认两国是大小国家平等、友好相处的典范，从来不存在中国以大欺小的情况。中国民众对于不丹民众的友好善意没有变，但中方维护领土主权的决心是坚定和不可动摇的。陆慷强调称，现在中印边界事件的性质十分清楚，是印方越过中印边界进入中方境内阻挠中方正常施工。目前当务之急是印方立即将越界人员撤回边界线印方一侧。'
83,文心观澜,洞朗周边风光好,6439243322489389314,2017-07-05,7,1,0,14, '洞朗地区是我国西藏亚东县南部地区，是不丹，印占锡金的三国交汇处，地理位置非常重要，是我国固有的领土。让我们来看看洞朗地区周边美丽的风光吧。卓木拉日雪山噶举寺折马寺东嘎寺'
84,江西网络广播电视台,不丹称洞朗非其领土 奇怪印为何进入中国领土,6452418211773153806,2017-08-10,32,91,146,308,
85,中金网视讯,莫迪先生，显示一下你的“爱”，滚出中国洞朗,6454786440944435726,2017-08-16,5,20,23,41,
86,火星方阵,“中国占领洞朗，将使不丹置于炮火之下？”印媒又在挑拨离间,6441414923838210306,2017-07-11,84,56,24,3246, '编译：王德华中印发生冲突的洞朗高原地段是中国法定领土，位于中国和不丹边境。为了达到控制不丹最后把不丹变成“第二个锡金”的不可告人目的，印度士兵不但越过中国国界入侵中国领土，还煽动不丹否定洞朗高原是中国法定领土这一历史事实。《印度时报》10日在《边界对峙，为什么不丹不会抛弃印度》一文，胡说什么中国控制洞朗高原，将使不丹“暴露在中国炮兵射程之内”。此前，《印度时报》称，“印度军队准备在洞朗进行长期拉锯战”。 这充分暴露了印度视不丹为其殖民地的强盗逻辑，同时暴露了印度准备长期霸占我藏南的野心。原文标题：边界对峙，为什么不丹不会抛弃印度解决边界问题，不丹不太可能妥协，接受中国的建议而抛弃印度。它超越印度和不丹双边关系。廷布担心的是，未来中国军队可能切断通往首都的主要通道。 “不丹永远不会背叛印度。这样会产生中国军队从洞朗高原入侵印度的巨大风险。”一位要求匿名的不丹分析师说。“如果中国军队得到包括洞朗在内的争议领土，他们将获得高山山脊的控制权”，“这将使哈阿和帕罗（注：地名，地处不丹西部）和廷布河谷暴露在中国炮兵射程之内”，他说，“向前移动的中国军队将切断从首都廷布到楚卡宗市的165公里的公路，而楚卡宗是从印度进口食品和其它物资的主要关口。 中国声称对不丹东部495平方公里和西部的286平方公里的领土拥有主权，其中包括洞朗高原。在某个时期，中国声称，如果不丹向中国移交洞朗高原，中国愿意放弃对不丹东部的领土要求。这将让中国军队居高临下俯视印度。不丹不同意也不可能同意这样的要求，因为如果放弃洞朗，将意味着中国军队将有机会进入不丹的其它部分，甚至置首都廷布于危险之中。 “中国企图尽可能修建更多的道路，可以达到印度和不丹边界附近”，《不丹周刊》在一篇评论中写道。 “对于不丹来说，从过去召开的一些国民会议来看，领土的丢失或入侵都是不可接受的。这将会造成从中国一边入侵的问题。”它说。由于在经济和社会方面发生巨大变化，中国正试图大举进军这个喜马拉雅王国。 印度正在这里投资四个重大的水电项目，这将给不丹带来可观的财富。印度不但是投资方，而且是电力的唯一购买方。 “在许多事情中，让中国感到担忧的是，不丹将越来越依赖印度，因为印度是不丹电力资源唯一的买家。”斯里兰卡和不丹国际货币基金组织的早期执行董事Rakesh Moha对印度时报说。（原文译完）评当前，中印边界争端成为民众关注的热点。既涉及历史遗留问题，又涉及不丹和印度及中国三国，还有大国幕后插手，解决起来不可能立竿见影。有些人迎合西方敌对势力的论调，指责中国在搞“领土扩张”；也有些人不了解情况，埋怨中国军队“软弱”。士气只可鼓，不可泄。民众应该给我们年轻的勇士们更多信任、鼓励和支持。 同时，国家应大力提升边防部队装备水平，制定科学的空天协同机制，扬长避短，一击制胜。还应该打克什米尔牌、锡金牌和廓尔喀人独立牌，让印度首尾不能相顾。大家看到没有？8日，印巴克什米尔发生炮击；9日，印度东北部的廓尔喀族人闹独立；10日，印控克什米尔发生袭击，死伤19人。印度阵脚先乱了。目前，印度媒体和网民一边倒地支持印度政府和印度军队。面对中印边界对峙，我们不能自乱阵脚，更应该支持我们的政府和我们的军队。我相信，今日的中国不是解放前任人宰割之中国，中国政府和中国军人是不会让13亿国人失望的！正如罗援将军所说，“给边防部队多些信任和支持”。'
87,村头喇叭,不闻窗外事之怒怼洞朗好战愤青,6447050758335496717,2017-07-26,85,144,143,164,
88,张家口在线,专家：印30年前在洞朗修40处暗堡 对中国不公平,6456136152118706446,2017-08-20,0,0,0,2, '原标题：谁说印度没有准备？看看他们30年前在洞朗附近做了什么！中国和印度边界紧张局势即将进入第三个月。这是自1962年中印边界战争后，持续时间最长的对峙。编辑：admin '
89,江西网络广播电视台,日本帮印度在洞朗问题上说话 外交部发言人提醒别信口开河,6455757154396668430,2017-08-19,4,27,8,37,
90,神王与使徒,美丽的洞朗风景,6444983891559596301,2017-07-21,1,0,0,3, ''
91,国际在线,外交部：洞朗地区属于中国领土 敦促印方立即将越界印军撤回,6437006957001851138,2017-06-29,0,0,0,6, '国际在线报道（记者 曹胜济）：外交部发言人陆慷29日在记者会上表示，洞朗地区属于中国领土，印军越界进入中国领土是不可否认的事实。中方敦促印方立即将越界印军撤回，这是此次事件解决的前提，也是双方进行任何有意义对话的基础。28日，《印度斯坦时报》报道称，印度陆军参谋长拉瓦特就近期中印边防部队之间发生的对峙事件明确表示，“印度领土并未遭受入侵”。这与印媒一直报道的“中国军队越过锡金边界线入侵印度领土”完全不同，对此，陆慷表示，“中方已经明确指出，事件的真实情况是，印度边防部队在中印边界锡金段越过边界线进入中方一侧，印陆军参谋长的表态印证了此前印度媒体的不实报道。真相是难以持续掩盖的。我们要求印方遵守历史界约规定，尊重中国的领土主权，立即将越界部队撤回到边界线的印方一侧，避免事态愈演愈烈，陷入更大的被动。”陆慷当天的记者会上再次明确强调，中印边界锡金段具有明确的法律依据。印军越界进入中国领土是不可否认的事实。印军此举违背了历史界约，也违反了印度历届政府的承诺，“据1890年《中英会议藏印条约》第一款规定，西藏与锡金以流入锡金梯斯塔河及其支流的水流和流入西藏莫竹河及向北流入其他西藏境内河流的水流间的分水岭为边界。该段边界线起自与不丹交界的吉姆马珍山，并沿上述分水岭行至与尼泊尔边界。根据这一规定，洞朗地区属于中国领土，印军越界地区的分水岭情况非常清楚，印军越界进入中国领土是不可否认的事实。印军此举违背了历史界约，也违反了印度历届政府的承诺。”发布会上，陆慷还向中外媒体展示了印军越界进入中国的图片证据，并表示，已经就此向印度方面提出严正交涉。中方敦促印方立即将越界的印度边防部队撤回边界线印方一侧，这是解决此事件的前提，也是双方进行任何有意义对话的基础。'
92,宫聆,停车牌表示：雄赳赳气昂昂，我要去洞朗,6457345273772376590,2017-08-23,0,0,0,1,
93,国际在线,中方再次敦促印方尽快采取措施 避免洞朗地区事态进一步升级,6446264461703708942,2017-07-24,19,29,84,1416, '国际在线报道（记者 吴倩）：中国外交部发言人陆慷２４日在例行记者会上指出，中印洞朗地区对峙事件其本质是印军非法越过中印边界锡金段已定边界进入中国领土，事件责任完全在印方。中方再次敦促印方认清形势，尽快采取措施，避免事态进一步升级。 据印度媒体报道，澳大利亚外长毕晓普访印期间，与印方就中印洞朗地区对峙事件进行了讨论，表示领土纠纷应当和平解决，澳不愿看到中印冲突升级。针对这一报道，陆慷指出，澳方所讲的领土纠纷应和平解决这一原则是正确的，但这一说法并不适用于当前洞朗地区的事态，“因为事态发生地根本不存在领土争议。中印边界锡金段是双方共同承认并已被遵守了１２７年的已定边界，双方就此从来没有纠纷。此次事件的本质是印军非法越过中印边界锡金段已定边界，进入中国领土，其性质与以往双方在中印未定界地区的边境摩擦有本质区别。中方希望维护中印边境地区的和平稳定，但决不会在领土主权问题上做任何妥协。”'
94,微侃数码,爱国广告惊现西藏洞朗 魅蓝经销商有点霸气！,6454425211965014541,2017-08-15,40,0,0,1, '魅蓝 Note6将于8月23日15:00在北京演艺中心举行，在魅蓝官方微博也公布了该消息。消息一出网友们纷纷坐等魅蓝 Note6新手发布会，满满都是期待。与此同时魅蓝 Note6的发布会消息传遍大街小巷，今日在网上又看见了一条满满都是正能量的消息。都知道我们大中国和印度阿三在西藏洞朗的局势，印度阿三不顾国际社会的谴责，大胆侵犯我国领土，印度军人死皮赖脸的在我国领土一占就是1个多月，我大中国凭借宽厚仁慈的胸怀一再警告印度阿三们赶快滚回去，在多方给的压力下阿三们才有收兵之意，这样无耻的手段遭到我大中国13亿国民的谴责和唾弃。爱国广告惊现西藏洞朗地区在西藏洞朗地区一家经销商在自家的店铺上挂出魅蓝 Note6于23日发布的广告。照片一经流出，许多网友都连连叫好。在广告中还配有一小段话“中国品牌在这里将来也会一直在这里”，并用配有藏文。短短的几个字铿锵有力，显示出爱国的正能量。小广告大智慧，洞朗经销商爱国情怀魅蓝Note6的经销商用强有力的措辞传递爱国情怀，在特殊的环境下看到这样满满都是爱国情怀的广告，让人激动不堪。爱国之心人人都有，洞朗地区魅蓝经销商用自己独有的方式表达出强劲有力的爱国情怀让人感动，让我们体验到从一件小事做起也是爱国的表现。让人折服。千篇一律的广告让人疲劳，魅蓝讲真话信心满满每一款新机上市，各种各样的广告让人眼花缭乱，清一色的都是明星助阵，这都是雷大不动的惯例，各大手机厂商不惜余力的宣传自家的产品，大街小巷几乎被这些广告占据，让人已经产生疲劳的感觉。可以说在宣传上做到无人不知了。魅蓝经销商的这则广告不知道其它手机厂商看了又有怎样的反应。在魅蓝 Note6发布的邀请函中看见，魅蓝有“讲真”的事实讲出了手机行业中的潜规则，对各种火热宣传手段进行讽刺。魅蓝的邀请函间接道出了明星代言费确实是消费者在买单，魅蓝发出这样的观点怒怼各大手机厂商。不请明星代言作为消费者来说，无疑是一件好事。看来魅蓝对新品 Note6信心满满。离823不远了，静静期待魅蓝Note6的发布会，看看魅蓝Note6会带来怎样的惊喜。'
95,深圳卫视 决胜制高点,印度处心积虑瞄上洞朗地区只为牵制中国？,6443683136650871310,2017-07-20,171,410,446,1379,
96,天天读报会,洞朗对峙马云躺枪！印一极端组织号召抵制“印版支付宝”,6451832177184211469,2017-08-08,9,18,1,43,
97,环球网,面对印度强压，不丹依然没“明确表示”洞朗是不丹领土,6452903245915554062,2017-08-11,204,23,16,6376," '此前,据印度媒体报道,中国外交部边海司副司长王文丽在接待一印度媒体代表团时透露:不丹方面已经承认,现中印洞朗对峙地区并非不丹领土。报道一出,印度媒体急着去向不丹“要说法”,要求不丹再表态,而不丹的表态也相当官方……据印度报业托拉斯9日报道,不丹方面已经承认,现中印洞朗对峙地区并非不丹领土。 这一消息是中国外交部边海司副司长王文丽在接待一印度媒体代表团时透露的。印度报业托拉斯援引王文丽的话说:“印军越界事件发生后,不丹方面非常清楚地告诉我们该事件发生地不属于不丹领土。不丹人也很奇怪为什么印度边境部队会进入中国领土。 ”王文丽还表示她的观点在不丹国家媒体及权威论坛上很普遍,那上面有“更有说服力的信息”。这条消息迅速被《印度时报》、《印度快报》等多家印度主流媒体转载。报道此事的印度媒体于是,印度媒体致电不丹政府询问此事,得到的回应是:我们的立场很明确,以不丹外交部网站6月29日发布的声明为准。得到回复的印度媒体纷纷报道:不丹驳斥了中国外交官关于不丹承认洞朗属于中国的这一说法。《印度时报》报道截图India Now网站报道截图2017年6月29日,不丹外交部在其网站上发布声明,称中国在洞朗地区修路,逼近不丹军队的军营。中国和不丹正在就边界问题进行谈判,我们已经在1988年和1998年有书面协议,在双方达成有关边境的最终协议之前,为了边境地区的和平和稳定,应维持1959年3月之前的边境状态。双方并同意,不采取单方面行动或使用武力来改变边境现状。不丹政府已经通知中方,这一筑路工程是对协议的直接违反,影响了两国之间划界的进展。不丹希望洞朗地区恢复到2017年6月16日之前的状态。目前不丹与中国没有直接外交关系,其与北京的联络是通过设在新德里的外交机构完成。'"
98,贪玩游戏,中印洞朗对峙 若发生在游戏《贪玩蓝月》里会怎样？,6457041729726972429,2017-08-22,0,0,0,0," '据《澳大利亚人报》21日报道,因使用一张错误描绘中印领土情况的地图,悉尼大学一名讲师成为中国学生批评的目标。涉事讲师是名叫温格基安尼的印度人，而这也是最初引发中国留学生强烈不满的原因之一。21日,这名讲师就此事发表道歉声明。21日,温格基安尼就使用这张地图表示歉意。《澳大利亚人报》报道称,他在道歉声明中说,这幅地图是他18个月前从网上下载的,是一幅“过时”的地图。他并不知道这幅地图不准确,认为自己的行为是一个真正的错误,对此事件造成的不良影响表示歉意。温格基安尼强调,这幅地图并不是这门课程教材的一部分,“本课程教材为2017年第二学期最新修订,并没有包含这张地图”。温格基安尼的态度得到中国留学生认可,却令印度社区炸开了锅。有印网友说,这是因为印度一直没有撤军,让中国人很恼火。也有人酸溜溜地抱怨,澳接受中国巨额投资,还获取不菲的留学生收入,难怪教授不得不致歉。突然想最近吴京的那句话“我爱国无罪”。首先要为在澳大利亚发的中国留学生们手动点赞！另外小编就觉得，这教授还是比较理性的。之前在手游《贪玩蓝月》也爆发了几次，国际冲突，据说某区服惊现日本#(此处和谐，自行脑补)行会， 其中一个行会自称“山口组”，据说之后该行会就开始横行霸道……在然后，小编就不知道了，但是玩过游戏的玩家都清楚，像《贪玩蓝月》这种大型角色扮演类手游出现这种情况都实属正常，许多现实当中的矛盾也确实会体现到游戏当中。在国战当中地域性的冲突也会相较明显，而上升到国家地域性质的冲突就更会显得血雨腥风。实际上，小编并不希望我们的游戏玩家，在游戏娱乐的时候也带入这种敏感的国家主权问题当中。毕竟我大天朝自改革开放以来，一直是在富强民主的康庄大道上稳步前行。不管是游戏当中哪一势力处于上风，但在现实中，中国的大国地位不是什么样的角色都有资格挑战的！在此小编认为，游戏而已，大家不要太较真了，如果玩的不开心，岂不是失掉了玩游戏的初衷！所以“犯我中华者，虽远必诛”，玩个游戏还能被尔等岛国##（还是应该和谐用语，自行脑补，差不多就行！）欺负了！【《贪玩蓝月》游戏介绍】《贪玩蓝月》一款游戏拥有张家辉、古天乐、孙红雷三名男神级代言人的经典传奇游戏，首度采用2.5D图像技术，通过即时的光影成像技术，营造亦真亦幻的游戏世界。突破以往传奇游戏的桎梏，再度重现英雄合击的经典版本，给玩家带来全新的游戏体验。'"
99,潮男周刊,不能去洞朗保家卫国，热血男儿准备一套这样的装备还是应该的,6445931433138864397,2017-07-23,0,0,0,10,
100,每日经济新闻,以“保护不丹”为幌子 印度企图制造洞朗地区争议,6450261479572914445,2017-08-04,65,1,3,76, '【以“保护不丹”为幌子 印度企图制造洞朗地区争议】印度军事人员非法越界，在洞朗地区与中国边防部队对峙已一月有余。印度从声称遭到“中方入侵”到改口“未遭入侵”，再到掩盖真相，打出所谓“保护不丹”的幌子、将洞朗地区说成是中国、印度、不丹的“三国交界点”，为其越界侵犯中国领土“正名”，企图制造洞朗地区争议，阻止并牵制中不边界谈判进程。（新华社） '
101,察哈尔学会,会议预告｜第54期察哈尔圆桌暨“洞朗对峙与中印关系”研讨会,6445190331213447437,2017-07-22,1,0,0,2, '察哈尔圆桌（总第54期）“洞朗对峙与中印关系”研讨会【主办】察哈尔学会【时间】2017年7月25日（周二）14：00~17：30【地点】北京市海淀区西三环北路甲2号院（北京理工大学国防科技园）2号楼14层，察哈尔学会秘书处会议室【形式】圆桌座谈20~30人【会议简介】今年6月，印度边防部队以中国在西藏自治区亚东县洞朗地区进行道路施工为由，越过中印边界入侵中国领土，并称洞朗为“不丹领土”，与中国军队相持。中印两国军队的对峙至今已逾一月，双方僵持不下，呈现出1962年两国边境战争以来最严重的状况，并成为两国乃至全球关注的热点。洞朗对峙的起因是什么？中国有哪些对策？将如何收场？这次事件对中印关系的影响有哪些？察哈尔学会将邀请到众多外交与国际关系领域和印度研究的专家学者与您一同探讨。【嘉宾名单】（排名不分先后）马加力，现代国际关系研究院研究员毛四维，中国前驻加尔各答总领事邱永辉，中国社科院世界宗教研究所研究员李莉，现代国际关系研究院研究员蓝建学，中国国际问题研究院副研究员高尚涛，外交学院副教授王南，《人民日报》前记者陆洋，清华大学国际关系研究院博士后王冲，察哈尔学会副秘书长、高级研究员龙兴春，西华师范大学印度研究中心主任、察哈尔学会研究员'
